DateTime,Type,Affiliate,Campaign ID,Link,Slider Amount,Cake Income,State,Phone,Lead ID,DBID,Page Origin,Thank u URL,CDB Status,CDB Email,Neustar,Neustar Disposition,Pixel Fired,Run Date,Step 1,Step 2,Step 3,Neustar Disposition,Pixel Fired,Run Date
13-05-2026 13:32:45,D-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,25603AD9,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:34:01,T-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,DCB15814,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:35:20,M-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,6CC31C78,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:36:32,D-FIREFOX,659,4071,Open Tracking,12000,12000,ME,207-234-3082,2108B808,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:37:44,T-FIREFOX,659,4071,Open Tracking,12000,12000,ME,207-234-3082,B6CCA349,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:38:57,M-FIREFOX,659,4071,Open Tracking,12000,12000,ME,207-234-3082,428E6DBE,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:39:17,D-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,C7E3A772,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:39:59,D-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,D2D2D6CA,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:40:21,D-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,DC6050E0,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:40:31,T-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,0D7C8223,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:41:23,T-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,85BF3B66,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:41:33,T-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,24CA57C9,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:41:50,M-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,A5CDCB54,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:42:49,M-CHROMIUM,659,4071,Open Tracking,12000,12000,ME,207-234-3082,3A0FEB2C,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:42:57,M-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,8CE0B793,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:43:04,D-FIREFOX,659,4071,Open Tracking,12000,12000,ME,207-234-3082,CFE75536,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:43:59,D-FIREFOX,659,4071,Open Tracking,12000,12000,ME,207-234-3082,788BF656,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:45:12,T-FIREFOX,659,4071,Open Tracking,12000,12000,ME,207-234-3082,936473EE,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:45:54,D-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,BD32C29F,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:47:12,D-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,B8084F4F,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:47:21,T-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,8F0E76B9,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:48:35,T-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,BFC0D219,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:48:47,M-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,E016CF33,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 13:49:49,M-WEBKIT,659,4071,Open Tracking,12000,12000,ME,207-234-3082,9FF22D9E,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Maine,,,
13-05-2026 17:29:02,D-CHROMIUM,659,4071,Open Tracking,"10,000",10000,AL,401-247-1000,73306FA5,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,B,A7,L,0",TRUE,13-05-2026,Both IRS & Gujarat Tax Debt,"Less than $3,000",Alabama,,,
13-05-2026 17:30:13,T-CHROMIUM,659,4071,Open Tracking,"15,000",15000,AK,401-247-1001,4B8DE2EE,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,I3,L,0",TRUE,13-05-2026,IRS Tax Debt,Gujarat Tax Debt,"$3,000 - $5,000",,,
13-05-2026 17:31:23,M-CHROMIUM,659,4071,Open Tracking,"20,000",20000,AZ,401-247-1002,C6522E57,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,U,L,0",TRUE,13-05-2026,Gujarat Tax Debt,"More than $5,000",Arizona,,,
14-05-2026 10:34:14,D-CHROMIUM,659,4071,Open Tracking,"30,000",30000,AR,401-247-1003,7673AFC2,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,I6,L,0",TRUE,14-05-2026,Other,GET HELP TODAY!,Learn More About Your Tax Debt Relief Options,,,
14-05-2026 10:35:31,T-CHROMIUM,659,4071,Open Tracking,"50,000",50000,CA,401-247-1004,B5C0B22C,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,I3,L,0",TRUE,14-05-2026,GET HELP TODAY!,Learn More About Your Tax Debt Relief Options,Both IRS & Gujarat Tax Debt,,,
14-05-2026 10:36:50,M-CHROMIUM,659,4071,Open Tracking,"10,000",10000,CO,401-247-1005,9BDCA973,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,I4,L,0",TRUE,14-05-2026,Learn More About Your Tax Debt Relief Options,Both IRS & Gujarat Tax Debt,"$3,000 - $5,000",,,
14-05-2026 10:59:02,D-CHROMIUM,659,4071,Open Tracking,"15,000",15000,CT,401-247-1006,BE334E3A,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,C,A3,L,0",TRUE,14-05-2026,Both IRS & Gujarat Tax Debt,"$3,000 - $5,000",Connecticut,,,
14-05-2026 11:00:07,T-CHROMIUM,659,4071,Open Tracking,"20,000",20000,DE,401-247-1007,76647D3B,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,U,L,0",TRUE,14-05-2026,IRS Tax Debt,Other,"More than $5,000",,,
14-05-2026 11:01:09,D-CHROMIUM,659,4071,Open Tracking,"30,000",30000,DC,401-247-1008,6975701A,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,B,U,L,0",TRUE,14-05-2026,Gujarat Tax Debt,GET HELP TODAY!,"Less than $3,000",,,
14-05-2026 11:01:19,M-CHROMIUM,659,4071,Open Tracking,"50,000",50000,FL,401-247-1009,AEC36C0C,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,U,L,0",TRUE,14-05-2026,Other,Learn More About Your Tax Debt Relief Options,"$3,000 - $5,000",,,
14-05-2026 11:02:34,T-CHROMIUM,659,4071,Open Tracking,"10,000",10000,GA,401-247-1010,B8E9D2AF,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,I1,L,0",TRUE,14-05-2026,GET HELP TODAY!,Both IRS & Gujarat Tax Debt,"More than $5,000",,,
14-05-2026 11:03:45,M-CHROMIUM,659,4071,Open Tracking,"15,000",15000,HI,401-247-1011,66B6C739,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,I3,L,0",TRUE,14-05-2026,Learn More About Your Tax Debt Relief Options,IRS Tax Debt,GET HELP TODAY!,,,
14-05-2026 11:20:43,D-CHROMIUM,659,4071,Open Tracking,"82,538",82538,ID,401-247-1012,654A8E05,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,I3,L,0",TRUE,14-05-2026,Both IRS & Gujarat Tax Debt,"More than $5,000",Idaho,,,
14-05-2026 11:21:12,D-CHROMIUM,659,4071,Open Tracking,"1,24,538",124538,IL,401-247-1013,84352F07,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,I4,L,0",TRUE,14-05-2026,IRS Tax Debt,GET HELP TODAY!,"$3,000 - $5,000",,,
14-05-2026 11:21:48,T-CHROMIUM,659,4071,Open Tracking,"2,770",2770,IN,401-247-1014,1B93362D,,View Page Origin,ViewThankURL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,Gujarat Tax Debt,Learn More About Your Tax Debt Relief Options,"More than $5,000",,,
14-05-2026 11:54:03,D-CHROMIUM,659,4071,Open Tracking,"45,297",50000,LA,401-247-1018,792F9595,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,I1,L,0",TRUE,14-05-2026,Both IRS & Gujarat Tax Debt,GET HELP TODAY!,"More than $5,000",,,
14-05-2026 11:55:07,T-CHROMIUM,659,4071,Open Tracking,"61,543",100000,ME,401-247-1019,AE373CC8,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,C,I4,L,0",TRUE,14-05-2026,IRS Tax Debt,Learn More About Your Tax Debt Relief Options,GET HELP TODAY!,,,
14-05-2026 11:55:46,D-CHROMIUM,659,4071,Open Tracking,"1,07,875",100000,MD,401-247-1020,6D2528C5,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,A1,L,0",TRUE,14-05-2026,Gujarat Tax Debt,"Less than $3,000",Maryland,,,
14-05-2026 11:56:10,M-CHROMIUM,659,4071,Open Tracking,"1,853",7500,MA,401-247-1021,C207569D,,View Page Origin,ViewThankURL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,Other,"$3,000 - $5,000",Massachusetts,,,
14-05-2026 11:56:49,T-CHROMIUM,659,4071,Open Tracking,"6,719",7500,MI,401-247-1022,2315F750,,View Page Origin,ViewThankURL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,GET HELP TODAY!,Gujarat Tax Debt,"More than $5,000",,,
14-05-2026 11:57:52,M-CHROMIUM,659,4071,Open Tracking,"8,268",20000,MN,401-247-1023,248D9F69,,View Page Origin,ViewThankURL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,Learn More About Your Tax Debt Relief Options,Other,GET HELP TODAY!,,,
14-05-2026 12:34:45,T-CHROMIUM,659,4071,Open Tracking,"30,965","20,000",MO,401-247-1025,7C091524,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,I1,L,0",TRUE,14-05-2026,IRS Tax Debt,Both IRS & Maharashtra Tax Debt,"Less than $3,000",,,
14-05-2026 12:38:53,T-CHROMIUM,659,4071,Open Tracking,"64,566","50,000",MT,401-247-1026,57FBC08B,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,I3,L,0",TRUE,14-05-2026,Maharashtra Tax Debt,"$3,000 - $5,000",GET HELP TODAY!,,,
14-05-2026 12:44:08,M-CHROMIUM,659,4071,Open Tracking,"1,43,942","100,000",NE,401-247-1027,8A8EB241,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,I2,L,0",TRUE,14-05-2026,Other,"More than $5,000",Nebraska,,,
14-05-2026 12:51:43,D-CHROMIUM,659,4071,Open Tracking,"2,917","5,000",NV,401-247-1028,302AB37D,,View Page Origin,ViewThankURL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,GET HELP TODAY!,Other,"Less than $3,000",,,
14-05-2026 12:52:50,T-CHROMIUM,659,4071,Open Tracking,"6,520","5,000",NH,401-247-1029,49B0DED2,,View Page Origin,ViewThankURL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,Learn More About Your Tax Debt Relief Options,GET HELP TODAY!,IRS Tax Debt,,,
14-05-2026 12:53:58,M-CHROMIUM,659,4071,Open Tracking,"9,943","7,500",NJ,401-247-1030,B8F2E734,,View Page Origin,ViewThankURL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,Both IRS & Maharashtra Tax Debt,"Less than $3,000",New Jersey,,,
14-05-2026 13:25:55,D-CHROMIUM,659,4071,Open Tracking,"19,467","10,000",NM,401-247-1031,D494D0DA,,View Page Origin,ViewThankURL,FALSE,Verified,pass,"N,U,I4,L,0",TRUE,14-05-2026,IRS Tax Debt,"$3,000 - $5,000",New Mexico,,,
14-05-2026 13:26:46,T-CHROMIUM,659,4071,Open Tracking,"25,047","20,000",NY,401-247-1032,D8A37816,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,I2,L,0",TRUE,14-05-2026,Gujarat Tax Debt,"More than $5,000",New York,,,
14-05-2026 13:27:37,M-CHROMIUM,659,4071,Open Tracking,"98,377","50,000",NC,401-247-1033,8016944E,,View Page Origin,ViewThankURL,FALSE,Verified,fail,"N,U,I4,L,0",TRUE,14-05-2026,Other,GET HELP TODAY!,"$3,000 - $5,000",,,
14-05-2026 15:27:44,D-CHROMIUM,659,4071,Open Tracking,100000 & more,"100,000",ND,401-247-1034,C0227EBD,,View Page Origin,ViewThankYou URL,FALSE,Verified,pass,"N,U,A4,L,0",TRUE,14-05-2026,GET HELP TODAY!,Learn More About Your Tax Debt Relief Options,Gujarat Tax Debt,,,
14-05-2026 15:28:37,T-CHROMIUM,659,4071,Open Tracking,"4,794","5,000",OH,401-247-1035,8A7C9510,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,Learn More About Your Tax Debt Relief Options,Both IRS & Gujarat Tax Debt,GET HELP TODAY!,,,
14-05-2026 15:29:29,M-CHROMIUM,659,4071,Open Tracking,"5,902","5,000",OK,401-247-1036,3070C9A0,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,14-05-2026,Both IRS & Gujarat Tax Debt,"$3,000 - $5,000",Oklahoma,,,
15-05-2026 12:19:34,T-CHROMIUM,659,4071,Open Tracking,"9,862","7,500",OR,401-247-1037,B892220D,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,15-05-2026 12:19:34,IRS Tax Debt,Other,"More than $5,000",,,
15-05-2026 12:39:33,D-CHROMIUM,659,4071,Open Tracking,"16,022","10,000",PA,401-247-1038,7E5DB093,,View Page Origin,ViewThankYou URL,FALSE,Verified,fail,"N,U,I1,L,0",FALSE,15-05-2026 12:39:33,,,Pennsylvania,,,
15-05-2026 16:58:11,Android - Chrome,659,4071,Open Tracking,"24,136","20,000",RI,401-247-1039,0DE58D42,,View Page Origin,ViewThankYou URL,FALSE,Verified,pass,"N,U,I4,L,0",TRUE,15-05-2026 16:58:11,Other,Learn More About Your Tax Debt Relief Options,GET HELP TODAY!,,,
15-05-2026 16:59:03,Android - Firefox,659,4071,Open Tracking,"86,434","50,000",SC,401-247-1040,2421086B,,View Page Origin,ViewThankYou URL,FALSE,Verified,fail,"N,B,A7,L,0",TRUE,15-05-2026 16:59:03,Both IRS & Gujarat Tax Debt,"Less than $3,000",South Carolina,,,
15-05-2026 16:59:59,iOS - Chrome,659,4071,Open Tracking,100000 & more,"100,000",SD,401-247-1041,F16AB171,,View Page Origin,ViewThankYou URL,FALSE,Verified,fail,"N,U,I3,L,0",TRUE,15-05-2026 16:59:59,IRS Tax Debt,"$3,000 - $5,000",South Dakota,,,
15-05-2026 17:00:53,iOS - Safari,659,4071,Open Tracking,"1,553","5,000",TN,401-247-1042,FC5DCA9C,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,15-05-2026 17:00:53,Gujarat Tax Debt,"More than $5,000",Tennessee,,,
15-05-2026 17:01:48,Tablet - Safari,659,4071,Open Tracking,"5,114","5,000",TX,401-247-1043,3742D5FA,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,15-05-2026 17:01:48,Other,GET HELP TODAY!,Learn More About Your Tax Debt Relief Options,,,
15-05-2026 17:02:39,Tablet - Chrome,659,4071,Open Tracking,"9,287","7,500",UT,401-247-1044,0C559E43,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,15-05-2026 17:02:39,Both IRS & Gujarat Tax Debt,Learn More About Your Tax Debt Relief Options,"Less than $3,000",,,
15-05-2026 17:03:07,Windows - Chrome,659,4071,Open Tracking,"15,717","10,000",VT,401-247-1045,1EFC7F7B,,View Page Origin,ViewThankYou URL,FALSE,Verified,pass,"N,U,I1,L,0",FALSE,15-05-2026 17:03:07,IRS Tax Debt,"Less than $3,000",NEXT,,,
15-05-2026 17:03:37,Windows - Firefox,659,4071,Open Tracking,"40,231","20,000",VA,401-247-1046,E34898EC,,View Page Origin,ViewThankYou URL,FALSE,Verified,fail,"N,U,I2,L,0",TRUE,15-05-2026 17:03:37,Gujarat Tax Debt,"$3,000 - $5,000",GET HELP TODAY!,,,
15-05-2026 17:04:06,MAC - Safari,659,4071,Open Tracking,"77,999","50,000",WA,401-247-1047,1AD41497,,View Page Origin,ViewThankYou URL,FALSE,Verified,fail,"N,U,I3,L,0",TRUE,15-05-2026 17:04:06,Other,"More than $5,000",Learn More About Your Tax Debt Relief Options,,,
15-05-2026 17:04:44,MAC - Chrome,659,696,Open Tracking,100000 & more,"100,000",WI,401-247-1048,26783565,,View Page Origin,ViewThankYou URL,FALSE,Verified,,,,15-05-2026 17:04:44,Both IRS & Gujarat Tax Debt,GET HELP TODAY!,GET HELP TODAY!,,,
22-05-2026 16:56:14,M-CHROMIUM,659,4071,Open Tracking,"45,679","20,000",FL,401-247-1060,89B23EDF,,View Page Origin,ViewThankYou URL,FALSE,Verified,pass,"N,B,A4,L,0",TRUE,22-05-2026 16:56:14,Both IRS & Maharashtra Tax Debt,"Less than $3,000",Florida,,,
25-05-2026 11:18:05,Android - Chrome,659,4071,Open Tracking,"87,841","50,000",GA,401-247-1061,9BB1D4F7,,View Page Origin,ViewThankYou URL,FALSE,Verified,pass,"N,U,A7,L,0",TRUE,25-05-2026 11:18:05,IRS Tax Debt,"$3,000 - $5,000",Georgia,,,
25-05-2026 11:19:00,Android - Firefox,659,4071,Open Tracking,100000 & more,"100,000",HI,401-247-1062,DB802EE6,,View Page Origin,ViewThankYou URL,FALSE,Verified,fail,"N,U,I2,L,0",TRUE,25-05-2026 11:19:00,Gujarat Tax Debt,"More than $5,000",Hawaii,,,
25-05-2026 11:19:58,iOS - Chrome,659,4071,Open Tracking,"2,670","5,000",ID,401-247-1063,F7B89F0F,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,25-05-2026 11:19:58,Other,GET HELP TODAY!,Learn More About Your Tax Debt Relief Options,,,
25-05-2026 11:21:19,iOS - Safari,659,4071,Open Tracking,"6,904","5,000",IL,401-247-1064,A6EB0B8F,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,25-05-2026 11:21:19,Both IRS & Gujarat Tax Debt,Learn More About Your Tax Debt Relief Options,"Less than $3,000",,,
25-05-2026 11:22:40,Tablet - Safari,659,4071,Open Tracking,"8,985","7,500",IN,401-247-1065,D167E508,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,25-05-2026 11:22:40,IRS Tax Debt,Other,"Less than $3,000",,,
25-05-2026 11:23:57,Tablet - Chrome,659,4071,Open Tracking,"10,127","10,000",IA,401-247-1066,538DABFE,,View Page Origin,ViewThankYou URL,FALSE,Verified,fail,"N,U,I3,L,0",TRUE,25-05-2026 11:23:57,Gujarat Tax Debt,"$3,000 - $5,000",GET HELP TODAY!,,,
25-05-2026 11:24:34,Windows - Chrome,659,4071,Open Tracking,"21,349","20,000",KS,401-247-1067,B01FC202,,View Page Origin,ViewThankYou URL,FALSE,Verified,pass,"N,C,I2,L,0",TRUE,25-05-2026 11:24:34,Other,"More than $5,000",GET HELP TODAY!,,,
25-05-2026 11:25:21,Windows - Firefox,659,696,Open Tracking,"99,958","50,000",ME,401-247-1068,26821875,,View Page Origin,ViewThankYou URL,FALSE,Verified,,,,25-05-2026 11:25:21,Both IRS & Gujarat Tax Debt,GET HELP TODAY!,GET HELP TODAY!,,,
25-05-2026 11:25:42,Windows - Chrome,659,696,Open Tracking,100000 & more,"100,000",MD,401-247-1069,26821881,,View Page Origin,ViewThankYou URL,FALSE,Verified,,,,25-05-2026 11:25:42,IRS Tax Debt,Learn More About Your Tax Debt Relief Options,Learn More About Your Tax Debt Relief Options,,,
25-05-2026 11:26:00,MAC - Safari,659,4071,Open Tracking,"4,996","5,000",ME,401-247-1070,E2DCF3C3,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,TRUE,25-05-2026 11:26:00,Gujarat Tax Debt,"Less than $3,000",Maine,,,
25-05-2026 11:26:17,Windows - Firefox,659,4071,Open Tracking,"7,379","5,000",MD,401-247-1071,65F10B02,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,FALSE,25-05-2026 11:26:17,Other,"$3,000 - $5,000",Learn More About Your Tax Debt Relief Options,,,
25-05-2026 11:26:33,MAC - Chrome,659,4071,Open Tracking,"8,250","7,500",MA,401-247-1072,134DF4D4,,View Page Origin,ViewThankYou URL,FALSE,Verified,under,Unmatched Filter,FALSE,25-05-2026 11:26:33,Both IRS & Gujarat Tax Debt,"More than $5,000",NEXT,,,
25-05-2026 11:26:59,MAC - Safari,659,696,Open Tracking,"14,649","10,000",MS,401-247-1073,26821886,,View Page Origin,ViewThankYou URL,FALSE,Verified,,,,25-05-2026 11:26:59,IRS Tax Debt,GET HELP TODAY!,GET HELP TODAY!,,,
25-05-2026 11:27:45,MAC - Chrome,659,696,Open Tracking,"40,309","20,000",MO,401-247-1074,26821891,,View Page Origin,ViewThankYou URL,FALSE,Verified,,,,25-05-2026 11:27:45,Gujarat Tax Debt,Learn More About Your Tax Debt Relief Options,Learn More About Your Tax Debt Relief Options,,,
